sample_id,source_dataset,source_id,original_text,cleaned_text,aspect_target,aspect_category,opinion_span,stance,explanation,mapped_stance,cost_usd,s1_attempts,s2_attempts,status,errors,timestamp
1214,PStance,,baby mama must have weighed her options Millions in Child support must have been worth being RELATED to JoeBiden,baby mama must have weighed her options Millions in Child support must have been worth being RELATED to JoeBiden,Millions in Child support,Empathy & Support,must have been worth being RELATED to JoeBiden,NEUTRAL,must have been worth being RELATED to JoeBiden,HATE,0.000823,1,1,accepted,,2026-05-22T10:29:25.878142
1215,PStance,,"If they use superdelegates or rig this primary in any way, I'm going to DemExit and put all my support behind the Green Party. I hope others will join us. We need REAL change. @USER","If they use superdelegates or rig this primary in any way , I am going to DemExit and put all my support behind the Green Party . I hope others will join us . We need REAL change .",superdelegates,Policy & Governance,rig this primary in any way,HOPEFUL,I hope others will join us,HOPEFUL,0.000819,1,1,accepted,,2026-05-22T10:29:30.323341
1216,PStance,,"JoeBiden is a liar and will never bring change to this country. He is running for Wall Street, funded by Wall Street, and only cares for Wall Street.","JoeBiden is a liar and will never bring change to this country . He is running for Wall Street , funded by Wall Street , and only cares for Wall Street .",JoeBiden,Policy & Governance,is a liar and will never bring change to this country,HATE,is a liar and will never bring change to this country,HATE,0.000831,1,1,accepted,,2026-05-22T10:29:33.597950
1217,PStance,,"Tax cuts, pointless tariffs causing losses, it's going to get worse. Neither Trump or the GOP have anything resembling coherent policy. Nobody is at the wheel.","Tax cuts , pointless tariffs causing losses , it ' s going to get worse . Neither Trump or the GOP have anything resembling coherent policy . Nobody is at the wheel .",policy,Policy & Governance,Neither Trump or the GOP have anything resembling coherent policy,NEUTRAL,Neither Trump or the GOP have anything resembling coherent policy,HATE,0.000823,1,1,accepted,,2026-05-22T10:29:38.851194
1218,PStance,,"Repubs are in majority in both houses of congress, they hold the WH! So this horrible TRUMP POLICY is completely your fault! The Dems didnt do this! NOBODY believes its the Dems! You are holding children hostages! @USER are you watching @USER?","Repubs are in majority in both houses of congress , they hold the WH ! So this horrible TRUMP POLICY is completely your fault ! The Dems didnt do this ! NOBODY believes its the Dems ! You are holding children hostages ! are you watching ?",TRUMP POLICY,Policy & Governance,horrible TRUMP POLICY,HATE,horrible TRUMP POLICY,HATE,0.000825,1,1,accepted,,2026-05-22T10:29:41.012772
1219,PStance,,"Survey of 30,000 Black voters finds Black communities feel ignored by Democrats Respondents are especially concerned about economic issues and the justice system * Low wages * Lack of affordable health care * Housing * Rising costs of college BernieSanders","Survey of , Black voters finds Black communities feel ignored by Democrats Respondents are especially concerned about economic issues and the justice system * Low wages * Lack of affordable health care * Housing * Rising costs of college BernieSanders",Housing,Shelter & Housing,especially concerned about economic issues and the justice system,NEUTRAL,especially concerned about economic issues and the justice system,HATE,0.000829,1,1,accepted,,2026-05-22T10:29:42.634045
1220,PStance,,"Glad @USER pointed out that people are freaking out about this movie, yet apparently missed that its about the importance of mental health care, and class warfare/equality. In short: Joker is a BernieBroor perhaps old-school Ron Paul(!?)","Glad pointed out that people are freaking out about this movie , yet apparently missed that its about the importance of mental health care , and class warfare / equality . In short : Joker is a BernieBroor perhaps old - school Ron Paul ( ? ! )",mental health care,Addiction & Health,importance of mental health care,NEUTRAL,importance of mental health care,HOPEFUL,0.000823,1,1,accepted,,2026-05-22T10:29:45.003033
1221,VAST,,"It's not like people are driving up to a gas station and standing around waiting for the car to charge. They will charge while parked (say when they are at work and won't drive again until the end of the day) or overnight if they have a charging station at their house or on the street outside their house. So I think the impatience argument is wrong because you are comparing it to current refueling methods. Once the infrastructure is there, this shouldn't be an issue. I agree the government should be investing in R&D of new technology, as well as ensure the electric generators of the future are using cleaner technology. Nuclear is costly, but is well suited for electric cars, since the demand would theoretically increase in off peak hours.","It ' s not like people are driving up to a gas station and standing around waiting for the car to charge . They will charge while parked ( say when they are at work and will not drive again until the end of the day ) or overnight if they have a charging station at their house or on the street outside their house . So I think the impatience argument is wrong because you are comparing it to current refueling methods . Once the infrastructure is there , this should not be an issue . I agree the government should be investing in R & D of new technology , as well as ensure the electric generators of the future are using cleaner technology . Nuclear is costly , but is well suited for electric cars , since the demand would theoretically increase in off peak hours .",the government,Policy & Governance,should be investing in R & D of new technology,HOPEFUL,I agree the government should be investing in R & D of new technology,HOPEFUL,0.000927,1,1,accepted,,2026-05-22T10:29:46.612479
1222,PStance,,"I also wonder if Twitter even realizes how much genuine support Trump had from the American voter. I didn't vote for him, but I always liked that he remembered when we had a functioning industrial economy and that helped labor. Could go anywhere in U.S. and get a job.","I also wonder if Twitter even realizes how much genuine support Trump had from the American voter . I did not vote for him , but I always liked that he remembered when we had a functioning industrial economy and that helped labor . Could go anywhere in U.S. and get a job .",functioning industrial economy,Employment & Economy,helped labor,NEUTRAL,that helped labor,HOPEFUL,0.000819,1,1,accepted,,2026-05-22T10:29:47.822314
1223,PStance,,Trump forced Dems to actually look at the Constitution lol... Trump is living rent free in liberal minds,Trump forced Dems to actually look at the Constitution laughing out loud . Trump is living rent free in liberal minds,the Constitution,Policy & Governance,actually look at the Constitution,NEUTRAL,actually look at the Constitution,HOPEFUL,0.000797,1,1,accepted,,2026-05-22T10:29:52.459582
1224,PStance,,"If this isnt a deep fake, the DemocraticParty would be seriously mistaken to nominate Biden Even if I agreed with his policy positions, I couldnt vote for someone who is obviously having cognitive difficulties","If this isnt a deep fake , the DemocraticParty would be seriously mistaken to nominate Biden Even if I agreed with his policy positions , I couldnt vote for someone who is obviously having cognitive difficulties",Biden,Policy & Governance,obviously having cognitive difficulties,HATE,obviously having cognitive difficulties,HATE,0.000806,1,1,accepted,,2026-05-22T10:29:53.652453
1225,PStance,,"He'd like it fine so long as he was a leader of the regime, which means he gets food, shelter, and unlimited money. But live UNDER socialism? No way. That's for peasants. Bernie","He ' d like it fine so long as he was a leader of the regime , which means he gets food , shelter , and unlimited money . But live UNDER socialism ? No way . That ' s for peasants . Bernie",socialism,Policy & Governance,No way . That ' s for peasants,HATE,No way . That ' s for peasants,HOPEFUL,0.000829,1,1,accepted,,2026-05-22T10:29:58.378842
1226,PStance,,"""Stupid Bernie wouldn't get out"", you say. If she had such overwhelming support, why insist on super-delegates, then? There were establishment Dems, like yourself probably, who thought they had a plum govt gig owned to them by her",""" Stupid Bernie would not get out "" , you say . If she had such overwhelming support , why insist on super - delegates , then ? There were establishment Dems , like yourself probably , who thought they had a plum government gig owned to them by her",super - delegates,Policy & Governance,"why insist on super - delegates , then ?",NEUTRAL,"why insist on super - delegates , then ?",HATE,0.000839,1,1,accepted,,2026-05-22T10:29:59.862520
